clip_path,true_scientific_name
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Cettia cetti_Cetti's Warbler\50947__SMA07356_20230222_103002__2259-2262.wav,Cettia cetti_Cetti's Warbler
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Cettia cetti_Cetti's Warbler\51055__SMA07397_20231122_090002__12-15.wav,Cettia cetti_Cetti's Warbler
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Cettia cetti_Cetti's Warbler\51090__SMA07340_20220627_200000__15-18.wav,Cettia cetti_Cetti's Warbler
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\38155__SMA07356_20221218_123002__1326-1329.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\38364__SMA07397_20231201_080002__1818-1821.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\39050__SMA07400_20230124_180000__993-996.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\43100__SMA07340_20230316_083002__810-813.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\44083__SMA07361_20231210_080002__3435-3438.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\45753__SMA07400_20230128_083002__1095-1098.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\45790__SMA07371_20231227_090002__594-597.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\46343__SMA07400_20221129_103002__453-456.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\46728__SMA07400_20230125_073002__2955-2958.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\46948__SMA07355_20230403_073002__570-573.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\50202__SMA07400_20231229_080002__3426-3429.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\50442__SMA07400_20221121_093002__2064-2067.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\50490__SMA07400_20221203_083002__1359-1362.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\50522__SMA07371_20230917_090002__1419-1422.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Circus aeruginosus_Eurasian Marsh-Harrier\50774__SMA07400_20230222_083002__3435-3438.wav,Circus aeruginosus_Eurasian Marsh-Harrier
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\39810__SMA07361_20221207_093002__1974-1977.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40010__SMA07361_20221208_103002__3192-3195.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40105__SMA07361_20221205_073002__618-621.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40163__SMA07361_20221210_083002__2397-2400.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40180__SMA07361_20221205_093002__663-666.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40197__SMA07361_20221208_083002__1089-1092.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40218__SMA07361_20221209_083002__3444-3447.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40270__SMA07394_20221130_093002__276-279.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40300__SMA07415_20221130_103002__96-99.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\40637__SMA07397_20221102_082002__1131-1134.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\41096__SMA07361_20230302_083002__1434-1437.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\48562__SMA07397_20230219_063002__3384-3387.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\50785__SMA07400_20230204_180000__1146-1149.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\51010__SMA07394_20221109_063002__2607-2610.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Erithacus rubecula_European Robin\51225__SMA07400_20230223_073002__3129-3132.wav,Erithacus rubecula_European Robin
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\43184__SMA07394_20230927_190000__2394-2397.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\43235__SMA07394_20230930_190000__930-933.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\43267__SMA07394_20230916_190000__3453-3456.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\43470__SMA07400_20230330_063002__3378-3381.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\43505__SMA07400_20230403_073002__2925-2928.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\43550__SMA07355_20230403_103002__3291-3294.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48315__SMA07394_20230925_200002__936-939.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48334__SMA07394_20230915_200002__1059-1062.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48350__SMA07394_20230930_190000__3318-3321.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48364__SMA07394_20230925_200002__621-624.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48398__SMA07394_20230920_070002__2073-2076.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48418__SMA07394_20230921_200002__600-603.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48464__SMA07394_20230917_070002__2373-2376.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48488__SMA07394_20230925_200002__888-891.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Motacilla flava_Western Yellow Wagtail\48589__SMA07394_20230928_200002__174-177.wav,Motacilla flava_Western Yellow Wagtail
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\38147__SMA07355_20230525_210002__240-243.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\38760__SMA07340_20221123_103002__3486-3489.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\38905__SMA07370_20231227_160002__678-681.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\38942__SMA07370_20231220_150002__3291-3294.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\39086__SMA07400_20230124_103002__1575-1578.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\39329__SMA07370_20230924_090002__123-126.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\39386__SMA07400_20230302_103002__879-882.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\39396__SMA07400_20230310_073002__2172-2175.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\39560__SMA07355_20221114_052002__1776-1779.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\39653__SMA02912_20240316_070002__2388-2391.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\39842__SMA07400_20220626_210002__2085-2088.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\40090__SMA07370_20230107_063002__2277-2280.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\43617__SMA02912_20240104_080002__3486-3489.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\49899__SMA07370_20221201_073002__2181-2184.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Porphyrio porphyrio_Western Swamphen\50015__SMA02912_20240313_180002__2325-2328.wav,Porphyrio porphyrio_Western Swamphen
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\39276__SMA07361_20230129_093002__2823-2826.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\40031__SMA07397_20230323_083002__3564-3567.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\42526__SMA07397_20230604_210002__843-846.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45157__SMA07397_20231101_120002__2787-2790.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45168__SMA07397_20231101_120002__840-843.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45303__SMA07397_20230922_100002__183-186.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45411__SMA07397_20230916_090002__162-165.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45431__SMA07397_20230924_100002__273-276.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45745__SMA07397_20221123_083002__3090-3093.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45847__SMA07397_20221105_092002__1395-1398.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45885__SMA07397_20230302_093002__2976-2979.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\45961__SMA07397_20230723_110002__1368-1371.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\46029__SMA07397_20230610_090002__984-987.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\46220__SMA07397_20230917_110002__2514-2517.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus unicolor_Spotless Starling\48715__SMA07361_20230205_083002__1566-1569.wav,Sturnus unicolor_Spotless Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\44957__SMA07397_20231103_080002__3324-3327.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\44996__SMA07397_20231104_110002__870-873.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\45060__SMA07397_20231101_120002__2553-2556.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\45084__SMA07397_20231103_080002__3336-3339.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\45126__SMA07397_20231031_110002__1815-1818.wav,Sturnus vulgaris_European Starling
