clip_path,true_scientific_name
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Porphyrio_porphyrio\38147__SMA07355_20230525_210002__240-243.wav,Porphyrio_porphyrio
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Porphyrio_porphyrio\49899__SMA07370_20221201_073002__2181-2184.wav,Porphyrio_porphyrio
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Porphyrio_porphyrio\39329__SMA07370_20230924_090002__123-126.wav,Porphyrio_porphyrio
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_unicolor\45847__SMA07397_20221105_092002__1395-1398.wav,Sturnus_unicolor
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_unicolor\45961__SMA07397_20230723_110002__1368-1371.wav,Sturnus_unicolor
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_unicolor\39276__SMA07361_20230129_093002__2823-2826.wav,Sturnus_unicolor
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_unicolor\46220__SMA07397_20230917_110002__2514-2517.wav,Sturnus_unicolor
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_unicolor\45303__SMA07397_20230922_100002__183-186.wav,Sturnus_unicolor
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_vulgaris\45583__SMA07397_20231120_100002__2916-2919.wav,Sturnus_vulgaris
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_vulgaris\46375__SMA07356_20221107_115602__1155-1158.wav,Sturnus_vulgaris
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_vulgaris\44957__SMA07397_20231103_080002__3324-3327.wav,Sturnus_vulgaris
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_vulgaris\46422__SMA07356_20221107_115602__1521-1524.wav,Sturnus_vulgaris
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\Train\Sturnus_vulgaris\45187__SMA07397_20231021_120002__867-870.wav,Sturnus_vulgaris
